no. MS;No.;Pericope;Intro;Intro.Remarks;Intro.Transl;Thales;Thales ID;Intro.Fol.A;;Intro.Col.A;Intro.Line.A;Intro.Fol.Z;Intro.Col.Z;Intro.Line.Z;Taksa;Taksa.Trans;Taksa.Remarks;Transl.remarks;Taksa.Fol.A;Taksa.Col.A;Taksa.Line.A;Taksa.Fol.Z;Taksa.Col.Z;Taksa.Line.Z;Taksa.Remarks;Siglum;Siglum;Link;Link;MS-List.link;Pericope.Fol.A;Pericope.Col.A;Pericope.Line.A;Pericope.Fol.Z;Pericope.Col.Z;Pericope.Line.Z;Cross reference (corpus) [to be filled in aut.];Remarks Cross reference (corpus);Abbreviation;Version;Version.Remarks;Version.Syriac;Version.Transl;Denomination;Literature;Literature.link;Codicology;Pericope.remarks;Ref.remarks.;Cross.ref.Lect;Transl.Cross.ref.;Addition before;Addition after;Addition.Fol.A;Addition.Col.A;Addition.Line.A;Addition.Fol.Z;Addition.Col.Z;Addition.Line.Z;Ref.Bible.MS;Other Remarks;Words.Margin;no. reading Dissertation K.D. Jenner;;Structure formula 1;Structure formula 2;Structure formula 3;Structure formula 4;Structure formula 5;Title lectionary MS;fol;col;line;fol;col;Line;Remarks on title
62;062-0259;reference to other readings;N.A.;;N.A.;;;N.A.;;N.A.;N.A.;N.A.;N.A.;N.A.;܏ܟܘ ܚܙܝܪܢ ܕܫܠܝܚܐ ܦܛܪܘܣ ܘܦܘܠܘܣ ܩܕܡܝܟ;26 Ḥaziran, of the Apostles Peter and Paul, before you;;;154a;0;9;154a;0;9.;;?/13l9;13l09;https://www.loc.gov/resource/amedmonastery.00279388124-ms/?sp=156;https://www.loc.gov/resource/amedmonastery.00279388124-ms/?sp=156;13l09;154a;0;9;154a;0;9.;;;abbr;N.A.;;;;M;;;from fol. 134 onwards an other MS (1 col. 19-22 ll.) by an unidentified hand;;;܏ܟܘ ܚܙܝܪܢ ܕܫܠܝܚܐ ܦܛܪܘܣ ܘܦܘܠܘܣ ܩܪ̈ܝܢܐ ܩܕܡܝܟ;the 26th of Ḥaziran, of the Apostles Peter and Paul, readings, before you;;;;;;;;;;;;;;;;;;;;;;;;;;
62;062-0229;Ex#25:01.+09-22.;ܡܢ ܡܦܩܢܐ;;From Exodus;;;140b;;0;2;140b;0;2;ܝܐ ܒܬܫܪܝܢ ܒܬܫܪܝܢ ܏ܐ ܕܘܟܪܢ ܣܝܢܘܕܘܣ ܫܒܝܥܝܐ ܘܩܕܝܫܐ ܗ̇ܘ ܕܟܢܫ ܐܦܝܣ̈܏ܩܘ ܕܟܠܗ̇ ܬܐܒܝܠ ܘܗܘܐ ܐܝܬ܏ܘ ܣܝܢܘ܏ܕܘ ܬܪܝܢܐ ܒܢܝܩܝܗ;the 11st of Teshri, of Teshri I, the Commemoration of the Seventh and Holy Synod, it brought together the Bishops of the whole inhabited world, this is the Second Council of Nicea;the number is written in the margin;;140a;0;21;141b;0;2;;?/13l9;13l09;https://www.loc.gov/resource/amedmonastery.00279388124-ms/?sp=143;https://www.loc.gov/resource/amedmonastery.00279388124-ms/?sp=143;13l09;140b;0;2;141a;0;15;;;;Not yet identified;First part of pericope preserves Many important deviations from P;;;M;;;from fol. 134 onwards an other MS (1 col. 19-22 ll.) by an unidentified hand ‎;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;062-0230;1Rg#06:21b-33(ההיכל‎/ܕܗܝܟܠܐ);܏ܐܚܪ ܡܢ ܣܦܪ ܕ܏ܓ ܡ̈ܠܟܐ;;Another, from the 3rd Book of Kings;;;141a;;0;15;141a;0;16;ܝܐ ܒܬܫܪܝܢ ܒܬܫܪܝܢ ܏ܐ ܕܘܟܪܢ ܣܝܢܘܕܘܣ ܫܒܝܥܝܐ ܘܩܕܝܫܐ ܗ̇ܘ ܕܟܢܫ ܐܦܝܣ̈܏ܩܘ ܕܟܠܗ̇ ܬܐܒܝܠ ܘܗܘܐ ܐܝܬ܏ܘ ܣܝܢܘ܏ܕܘ ܬܪܝܢܐ ܒܢܝܩܝܗ;the 11st of Teshri, of Teshri I, the Commemoration of the Seventh and Holy Synod, it brought together the Bishops of the whole inhabited world, this is the Second Council of Nicea;the number is written in the margin;;140a;0;21;141b;0;2;;?/13l9;13l09;https://www.loc.gov/resource/amedmonastery.00279388124-ms/?sp=143;https://www.loc.gov/resource/amedmonastery.00279388124-ms/?sp=143;13l09;141a;0;15;142a;0;6;;;;P;;;;M;;;from fol. 134 onwards an other MS (1 col. 19-22 ll.) by an unidentified hand ‎;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;062-0231;Ez#40:01-02.+41:01.+41:16-23.;܏ܐܚܪ ܡܢ ܢܒܝܘܬܐ ܕܚܙܩܝܐܝܠ.;;Another, from the Prophecy of Ezekiel;;;142a;;0;6;142a;0;6.;ܝܐ ܒܬܫܪܝܢ ܒܬܫܪܝܢ ܏ܐ ܕܘܟܪܢ ܣܝܢܘܕܘܣ ܫܒܝܥܝܐ ܘܩܕܝܫܐ ܗ̇ܘ ܕܟܢܫ ܐܦܝܣ̈܏ܩܘ ܕܟܠܗ̇ ܬܐܒܝܠ ܘܗܘܐ ܐܝܬ܏ܘ ܣܝܢܘ܏ܕܘ ܬܪܝܢܐ ܒܢܝܩܝܗ;the 11st of Teshri, of Teshri I, the Commemoration of the Seventh and Holy Synod, it brought together the Bishops of the whole inhabited world, this is the Second Council of Nicea;the number is written in the margin;;140a;0;21;141b;0;2;;?/13l9;13l09;https://www.loc.gov/resource/amedmonastery.00279388124-ms/?sp=144;https://www.loc.gov/resource/amedmonastery.00279388124-ms/?sp=144;13l09;142a;0;6;142b;0;12;;;;Not yet identified;;;;M;;;from fol. 134 onwards an other MS (1 col. 19-22 ll.) by an unidentified hand ‎;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;062-0250;Is#54:09-15a.;ܡܢ ܏ܢܒܝܘ ܕܐܫܥܝܐ;;From the Prophecy of Isaiah;;;150a;;0;17;150a;0;18;܏ܝܐ ܒܐܝܪ ܫܘܟܠܠ ܡܕܝܢܬܐ ܩܘܣܛܢܛܝܢܝܐ;the 11th of Iyar, the Foundation of the City of Constantinople;the number is written in the margin;;150a;0;17;150a;0;17;;?/13l9;13l09;https://www.loc.gov/resource/amedmonastery.00279388124-ms/?sp=152;https://www.loc.gov/resource/amedmonastery.00279388124-ms/?sp=152;13l09;150a;0;17;150b;0;11.;;;;P;;;;M;;;from fol. 134 onwards an other MS (1 col. 19-22 ll.) by an unidentified hand;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;062-0251;Is#61:10-62:05.;܏ܐܚܪ ܡܢ ܏ܢܒܝܘ ܕܐܫܥܝܐ;;Another, from the Prophecy of Isaiah;;;150b;;0;12;150b;0;12;܏ܝܐ ܒܐܝܪ ܫܘܟܠܠ ܡܕܝܢܬܐ ܩܘܣܛܢܛܝܢܝܐ;the 11th of Iyar, the Foundation of the City of Constantinople;the number is written in the margin;;150a;0;17;150a;0;17;;?/13l9;13l09;https://www.loc.gov/resource/amedmonastery.00279388124-ms/?sp=153;https://www.loc.gov/resource/amedmonastery.00279388124-ms/?sp=153;13l09;150b;0;12;151a;0;12;;;;P;;;;M;;;from fol. 134 onwards an other MS (1 col. 19-22 ll.) by an unidentified hand;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;062-0252;Is#65:18b-24.;܏ܐܚܪ ܡܢ ܏ܢܒܝܘ ܕܐܫܥܝܐ;;Another, from the Prophecy of Isaiah;;;151a;;0;12;151a;0;12;܏ܝܐ ܒܐܝܪ ܫܘܟܠܠ ܡܕܝܢܬܐ ܩܘܣܛܢܛܝܢܝܐ;the 11th of Iyar, the Foundation of the City of Constantinople;the number is written in the margin;;150a;0;17;150a;0;17;;?/13l9;13l09;https://www.loc.gov/resource/amedmonastery.00279388124-ms/?sp=153;https://www.loc.gov/resource/amedmonastery.00279388124-ms/?sp=153;13l09;151a;0;12;151b;0;5.;;;;P;;;;M;;;from fol. 134 onwards an other MS (1 col. 19-22 ll.) by an unidentified hand;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;062-0233a;Pr#10:07-07a.+06-06a.+03:13-14a.+03:15.+03:16a<addition acccording from LXX>+08:06a+08:32b.+08:35.+08:04.+08:12.+08:14.+08:17.+08:05-09.+22:21a<±>+22:19a<±>;ܡܢ ܚܟܡܬܐ ܕܫܠܝܡܘܢ;;From the Wisdom of Solomon;;;142b;;0;15;142b;0;15;ܝܓ ܒܬܫܪܝܢ ܏ܒ ܥܐܕܐ ܕܩܕܝܫܐ ܝܘܚܢܢ ܦܘܡܐ ܕܕܗܒܐ;the 13th of Teshri II, the Feast of Saint John Chrysostom;the number is written in the margin;;142b;0;14;142b;0;15;;?/13l9;13l09;https://www.loc.gov/resource/amedmonastery.00279388124-ms/?sp=145;https://www.loc.gov/resource/amedmonastery.00279388124-ms/?sp=145;13l09;142b;0;15;142b;0;24.[ult];;;;Not yet identified;different from SH and slightly different from P, however 03:16 is a mixture of P and SH;;;M;;;from fol. 134 onwards an other MS (1 col. 19-22 ll.) by an unidentified hand ‎;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;062-0233b;Pr#08:32b.+35. +04-12.+14.+17.+05-09.+22:21a<±>+22:19a<±>;ܡܢ ܚܟܡܬܐ ܕܫܠܝܡܘܢ;;From the Wisdom of Solomon;;;142b;;0;15;142b;0;15;ܝܓ ܒܬܫܪܝܢ ܏ܒ ܥܐܕܐ ܕܩܕܝܫܐ ܝܘܚܢܢ ܦܘܡܐ ܕܕܗܒܐ;the 13th of Teshri II, the Feast of Saint John Chrysostom;the number is written in the margin;;142b;0;14;142b;0;15;;?/13l9;13l09;https://www.loc.gov/resource/amedmonastery.00279388124-ms/?sp=146;https://www.loc.gov/resource/amedmonastery.00279388124-ms/?sp=146;13l09;144a;0;1;144a;0;19;;;;Not yet identified;different from SH and slightly different from P, however 03:16 is a mixture of P and SH;;;M;;;from fol. 134 onwards an other MS (1 col. 19-22 ll.) by an unidentified hand ‎;;;;;;ܘܬܬܡܠܘܢ ܪܘܚܐ;;;;;;;;;;;;;;;;;;;;;;;;
62;062-0234a;Pr#10:31a.+32a.+?+11:04b+11:07<±>+11:19.+13:02.+13:09a.;܏ܐܚܪ ܡܢ ܡ̈ܬܠܐ;;Another, from Proverbs;;;144a;;0;20;144a;0;20;ܝܓ ܒܬܫܪܝܢ ܏ܒ ܥܐܕܐ ܕܩܕܝܫܐ ܝܘܚܢܢ ܦܘܡܐ ܕܕܗܒܐ;the 13th of Teshri II, the Feast of Saint John Chrysostom;the number is written in the margin;;142b;0;14;142b;0;15;;?/13l9;13l09;https://www.loc.gov/resource/amedmonastery.00279388124-ms/?sp=146;https://www.loc.gov/resource/amedmonastery.00279388124-ms/?sp=146;13l09;144a;0;20;144b;0;17.;;;;Not yet identified;;;;M;;;"from fol. 134 onwards an other MS (1 col. 19-22 ll.) by an unidentified hand; fol 144b, 0, 19= change from Proverbia to Sapientia";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;062-0234b;Sap#08:02-13.+08:21(̓ενετυχον/ܫܐܠܬ)-09:05(τγς παιδισκης σου/ܕܐܡܬܟ);܏ܐܚܪ ܡܢ ܡ̈ܬܠܐ;;Another, from Proverbs;;;144a;;0;20;144a;0;20;ܝܓ ܒܬܫܪܝܢ ܏ܒ ܥܐܕܐ ܕܩܕܝܫܐ ܝܘܚܢܢ ܦܘܡܐ ܕܕܗܒܐ;the 13th of Teshri II, the Feast of Saint John Chrysostom;the number is written in the margin;;142b;0;14;142b;0;15;;?/13l9;13l09;https://www.loc.gov/resource/amedmonastery.00279388124-ms/?sp=147;https://www.loc.gov/resource/amedmonastery.00279388124-ms/?sp=147;13l09;144b;0;18;145b;0;13;;;;Not yet identified;;;;M;;;from fol. 134 onwards an other MS (1 col. 19-22 ll.) by an unidentified hand ‎;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;062-0235;to be identified verses from Wisdom of Solomon;܏ܐܚܪ ܡܢ ܡܬ̈ܠܐ(!);;Another, from Proverbs;;;145b;;0;13;145b;0;14;ܝܓ ܒܬܫܪܝܢ ܏ܒ ܥܐܕܐ ܕܩܕܝܫܐ ܝܘܚܢܢ ܦܘܡܐ ܕܕܗܒܐ;the 13th of Teshri II, the Feast of Saint John Chrysostom;the number is written in the margin;;142b;0;14;142b;0;15;;?/13l9;13l09;https://www.loc.gov/resource/amedmonastery.00279388124-ms/?sp=148;https://www.loc.gov/resource/amedmonastery.00279388124-ms/?sp=148;13l09;145b;0;13;146b;0;16.;;;;Not yet identified;;;;M;;;from fol. 134 onwards an other MS (1 col. 19-22 ll.) by an unidentified hand ‎;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;062-0266;reference to other readings;N.A.;;N.A.;;;N.A.;;N.A.;N.A.;N.A.;N.A.;N.A.;ܝܗ ܒܐܒ: ܒܥܝ ܚ̣ ܒܐܝܠܘܠ;the 15th of Ab, look at the 8th of Elul;;;143a;0;13;143a;0;13.;;?/13l9;13l09;https://www.loc.gov/resource/amedmonastery.00279388124-ms/?sp=145;https://www.loc.gov/resource/amedmonastery.00279388124-ms/?sp=145;13l09;143a;0;13;143a;0;13.;;;;N.A.;;;;M;;;from fol. 134 onwards an other MS (1 col. 19-22 ll.) by an unidentified hand ‎;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;062-0260;reference to other readings;N.A.;;N.A.;;;N.A.;;N.A.;N.A.;N.A.;N.A.;N.A.;܏ܝܘ ܒܬܡܘܙ ܟܢܘܫܝܐ ܪܒܝܥܝܐ ܩܪܝܢܐ ܒܚܕܒ ܕܩܕܡ ܦܢܛܝ;the 16th of Tammuz, the Fourth Synod, reading of the First (Day) of the Week, before Pentecost;the number is written in the margin;;154a;0;10;154a;0;10.;;?/13l9;13l09;https://www.loc.gov/resource/amedmonastery.00279388124-ms/?sp=156;https://www.loc.gov/resource/amedmonastery.00279388124-ms/?sp=156;13l09;154a;0;10;154a;0;10.;;;abbr;N.A.;;;;M;;;from fol. 134 onwards an other MS (1 col. 19-22 ll.) by an unidentified hand;;;܏ܝܘ ܒܬܡܘܙ ܟܢܘܫܝܐ ܪܒܝܥܝܐ ܩܪܝܢܐ ܒܚܕܒ ܕܩܕܡ ܦܢܛܝ;the 16th of Tammuz, the Fourth Synod, the reading of the First (Day) of the Week before Pentecost;;;;;;;;;;;;;;;;;;;;;;;;;;
62;062-0246;Is#63:15-64:04a.;ܡܢ ܏ܢܒܝܘ ܕܐܫܥܝܐ;;From the Prophecy of Isaiah;;;148b;;0;16;148b;0;16.;ܝܙ ܒܐܕܪ ܕܘܟܪܢ ܪܥܠܐ ܪܒܬܐ;the 17th of Adar, the Commemoration of the Great Earthquake;in margin is added ܘܡܬܩܪܐ ܒܚܕ܏ܒܫ ܕܦܢ܏ܛܝ ܠܣܓܕܬܐ (and is it read in the First (Day) one in the Week, of Pentecost, in adoration);And is it read in the First (Day) one in the Week, of Pentecost, in adoration.;148b;0;16;148b;0;16;;?/13l9;13l09;https://www.loc.gov/resource/amedmonastery.00279388124-ms/?sp=151;https://www.loc.gov/resource/amedmonastery.00279388124-ms/?sp=151;13l09;148b;0;16;149a;0;17;;;;P;;;;M; cf L 46a(?);;from fol. 134 onwards an other MS (1 col. 19-22 ll.) by an unidentified hand;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;062-0247;Bar#04:21-29.;ܡܢ ܏ܢܒܝܘ ܕܐܪܡܝܐ;;From the Prophecy of Jeremiah;;;149a;;0;17;149a;0;17.;ܝܙ ܒܐܕܪ ܕܘܟܪܢ ܪܥܠܐ ܪܒܬܐ;the 17th of Adar, the Commemoration of the Great Earthquake;in margin is added ܘܡܬܩܪܐ ܒܚܕ܏ܒܫ ܕܦܢ܏ܛܝ ܠܣܓܕܬܐ (and is it read in the First (Day) one in the Week, of Pentecost, in adoration);And is it read in the First (Day) one in the Week, of Pentecost, in adoration.;148b;0;16;148b;0;16;;?/13l9;13l09;https://www.loc.gov/resource/amedmonastery.00279388124-ms/?sp=151;https://www.loc.gov/resource/amedmonastery.00279388124-ms/?sp=151;13l09;149a;0;17;149b;0;18;;;;Not yet identified;version= unidentified<but <P + PSH> ‎;;;M;;;from fol. 134 onwards an other MS (1 col. 19-22 ll.) by an unidentified hand;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;062-0248;Dn#09:15-19.;ܡܢ ܏ܢܒܝܘ ܕܕܢܝܐܝܠ;;From the Prophecy of Daniel;;;149b;;0;18;149b;0;19;ܝܙ ܒܐܕܪ ܕܘܟܪܢ ܪܥܠܐ ܪܒܬܐ;the 17th of Adar, the Commemoration of the Great Earthquake;in margin is added ܘܡܬܩܪܐ ܒܚܕ܏ܒܫ ܕܦܢ܏ܛܝ ܠܣܓܕܬܐ (and is it read in the First (Day) one in the Week, of Pentecost, in adoration);And is it read in the First (Day) one in the Week, of Pentecost, in adoration.;148b;0;16;148b;0;16;;?/13l9;13l09;https://www.loc.gov/resource/amedmonastery.00279388124-ms/?sp=152;https://www.loc.gov/resource/amedmonastery.00279388124-ms/?sp=152;13l09;149b;0;18;150a;0;14.;;;;P;;;;M; cf L 46c ‎;;from fol. 134 onwards an other MS (1 col. 19-22 ll.) by an unidentified hand;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;062-0261;reference to other readings;N.A.;;N.A.;;;N.A.;;N.A.;N.A.;N.A.;N.A.;N.A.;ܟܟ ܒܬܡܘܙ ܒܕܘܟܝܬܗܝܢ;the 20th of Tammuz, at its location;the number is written in the margin;;154a;0;11;154a;0;11;;?/13l9;13l09;https://www.loc.gov/resource/amedmonastery.00279388124-ms/?sp=156;https://www.loc.gov/resource/amedmonastery.00279388124-ms/?sp=156;13l09;154a;0;11;154a;0;11;;;abbr;N.A.;;;;M;;;from fol. 134 onwards an other MS (1 col. 19-22 ll.) by an unidentified hand;;;ܟܟ ܒܬܡܘܙ ܒܕܘܟܝܬܗܝܢ;the 20th of Tammuz, at its location;;;;;;;;;;;;;;;;;;;;;;;;;;
62;062-0236;Ex#40:01-10. + 16<ܘܥܒܕ ܡܘܫܐ ܟܠ ܕܦܩܕܗ ܡܪܝܐ ܐܠܗܐ ܩܕܝܫܐ ܕܐܝܣܪܐܝܠ> + 40:33b(‎‏ܘܫܠܡ‏‎)-35.;ܩܪ̈ܝܢ ܡܢ ܡܦܩܢܐ;;we read, From Exodus;;;146b;;0;18;146b;0;18;ܟܐ ܒܬܫܪܝܢ ܒ ܥܐܕܐ ܕܡܥܠܬܗ̇ ܕܡܪܬܢ ܝܠܕܬ ܠܗܝܟܠܐ;the 21th of Teshri II, the Feast of the entry of our Lady the Bearer for the Temple;;;146b;0;17;146b;0;18;;?/13l9;13l09;https://www.loc.gov/resource/amedmonastery.00279388124-ms/?sp=149;https://www.loc.gov/resource/amedmonastery.00279388124-ms/?sp=149;13l09;146b;0;18;147a;0;19;;;;P;;;;M;;;from fol. 134 onwards an other MS (1 col. 19-22 ll.) by an unidentified hand ‎;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;062-0237;1Rg#07:51-51a.(‎‏ܕܡܪܝܐ‏‎ 1st)+08:01-01(שלמה‎/‎‏ܫܠܝܡܘܢ‏‎ 1st)+08:02(כל‎/‎‏ܟܠܗܘܢ‏)-02(ישראל‎/‎‏ܐܝܣܪܝܠ‏‎)<13l9 reads plene>+08:01(להעלות‎/‎‏ܠܡܣܩܘ‏‎)-01.+08:03b(‎‏ܘܫܩܠܘܗܝ‏‎)-05a.(‎‏ܐܪܘܢܐ‏‎)+08:06-07.+08:09-09(ישראל‎/‎‏ܐܝܣܪܝܠ‏‎)<13l9 reads plene>+08:10-11.+‎‏ܐܚܝܕ ܟܠ‏‎;܏ܐܚܪ ܡܢ ܣܦܪ ܡ̈ܠܟܐ;;Another, from the Book of Kings;;;147a;;0;19;147a;0;20;ܟܐ ܒܬܫܪܝܢ ܒ ܥܐܕܐ ܕܡܥܠܬܗ̇ ܕܡܪܬܢ ܝܠܕܬ ܠܗܝܟܠܐ;the 21th of Teshri II, the Feast of the entry of our Lady the Bearer for the Temple;;;146b;0;17;146b;0;18;;?/13l9;13l09;https://www.loc.gov/resource/amedmonastery.00279388124-ms/?sp=149;https://www.loc.gov/resource/amedmonastery.00279388124-ms/?sp=149;13l09;147a;0;19;147b;0;19;;;;P;;;;M;;;from fol. 134 onwards an other MS (1 col. 19-22 ll.) by an unidentified hand ‎;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;062-0238;Ez#43:27ff;܏ܐܚܪ ܡܢ ܏ܢܒܝܘ ܕܚܙܩܝܐܝܠ;;Another, from the Prophecy of Ezekiel;;;147b;;0;19;147b;0;20;ܟܐ ܒܬܫܪܝܢ ܒ ܥܐܕܐ ܕܡܥܠܬܗ̇ ܕܡܪܬܢ ܝܠܕܬ ܠܗܝܟܠܐ;the 21th of Teshri II, the Feast of the entry of our Lady the Bearer for the Temple;;;146b;0;17;146b;0;18;;?/13l9;13l09;https://www.loc.gov/resource/amedmonastery.00279388124-ms/?sp=150;https://www.loc.gov/resource/amedmonastery.00279388124-ms/?sp=150;13l09;147b;0;19;147b;0;21;;;abbr;SH;;;;M;;;"from fol. 134 onwards an other MS (1 col. 19-22 ll.) by an unidentified undated hand ‎;  BH= incipit at >43:27b ";;;ܒܥܝ ܏ܚ ܒܐܝܠܘܠ;search for, the 8th of Elul;;;;;;;;;;;;;;;;;;;;;;;;;;
62;062-0239;reference to other readings;N.A.;;N.A.;;;N.A.;;N.A.;N.A.;N.A.;N.A.;N.A.;ܟܓ ܒܟܢܘܢ ܏ܐ ܢܓܗ ܥܐܕܐ ܕܚܘܕܬܐ ܕܗܝܟܠܐ ܪܒܐ ܕܩܕܝܫܬܐ ܨܘܦܝܐ ܒܩܘܣܛܢܛܝܢܝܐ ܪܒܬܐ;the 23th of Kanun I, the Dawn of the Renewal of the Great Temple of Agia Sophia in Constantinople the Great;the number is written in the margin;;147b;0;22;147b;0;23;;?/13l9;13l09;https://www.loc.gov/resource/amedmonastery.00279388124-ms/?sp=150;https://www.loc.gov/resource/amedmonastery.00279388124-ms/?sp=150;13l09;147b;0;22;147b;0;24.;;;abbr;N.A.;;;;M;;;from fol. 134 onwards an other MS (1 col. 19-22 ll.) by an unidentified hand ‎;;;ܒܥܝ ܩܪ̈ܝܢܐ ܝܓ ܒܐܝܠܘܠ.;search for, the readings of the 13th of Elul;;;;;;;;;;;;;;;;;;;;;;;;;;
62;062-0256;Gn#17:15-17.+19-19(לעולם‎/ܕܠܥܠܡ)+18:11-14a.(‎‏ܡܪܝܐ‏‎)+21:01-03.+21:06-08.;ܩܪܝܢ ܡܢ ܒܪܝܬܐ;;We read, from Genesis;;;152a;;0;17;152a;0;17;ܟ܏ܕ ܒܚܙܝܪܢ ܡܘܠܕܗ ܕܡܪܝ ܝܘܚܢܢ ܡܥܡܕܢܐ;the 24th of Ḥaziran, for the Begetting of Mar John the Baptist;the number is written in the margin;;152a;0;16;152a;0;16;;?/13l9;13l09;https://www.loc.gov/resource/amedmonastery.00279388124-ms/?sp=154;https://www.loc.gov/resource/amedmonastery.00279388124-ms/?sp=154;13l09;152a;0;17;152b;0;22[ult];;;;P;;;;M;;;from fol. 134 onwards an other MS (1 col. 19-22 ll.) by an unidentified hand;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;062-0257;Jd#13:02-05a.+06a.+07-08.+13-14(תשת)+17-18.+21a.;܏ܐܚܪ ܡܢ ܣܦܪ ܕܝ̈ܢܐ;;Another, from the Book of Judges;;;152b;;0;22;153a;0;1;ܟ܏ܕ ܒܚܙܝܪܢ ܡܘܠܕܗ ܕܡܪܝ ܝܘܚܢܢ ܡܥܡܕܢܐ;the 24th of Ḥaziran, for the Begetting of Mar John the Baptist;the number is written in the margin;;152a;0;16;152a;0;16;;?/13l9;13l09;https://www.loc.gov/resource/amedmonastery.00279388124-ms/?sp=155;https://www.loc.gov/resource/amedmonastery.00279388124-ms/?sp=155;13l09;152b;0;22[ult];153b;0;6.;;;;Not yet identified;;;;M;;;from fol. 134 onwards an other MS (1 col. 19-22 ll.) by an unidentified hand;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;062-0258;Is#40:01-03.+09-09(תיראי‎/ܬܕܚܠܝܢ)+41:17b-18.+45:8a.+48:20(בקול‎/ܒܩܠܐ)-21.+54:01.;ܡܢ ܏ܢܒܝܘ ܕܐܫܥܝܐ;;From the Prophecy of Isaiah;;;153b;;0;7;153b;0;7;ܟ܏ܕ ܒܚܙܝܪܢ ܡܘܠܕܗ ܕܡܪܝ ܝܘܚܢܢ ܡܥܡܕܢܐ;the 24th of Ḥaziran, for the Begetting of Mar John the Baptist;the number is written in the margin;;152a;0;16;152a;0;16;;?/13l9;13l09;https://www.loc.gov/resource/amedmonastery.00279388124-ms/?sp=156;https://www.loc.gov/resource/amedmonastery.00279388124-ms/?sp=156;13l09;153b;0;7;154a;0;9;;;;P;;;;M;;;from fol. 134 onwards an other MS (1 col. 19-22 ll.) by an unidentified hand;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;062-0225a;Jr#01:01-04.;ܡܢ ܏ܢܒܝܘ ܕܐܪܡܝܐ;;From the Prophecy of Jeremiah;;;138b;;0;15;138b;0;15;܏ܟܗ ܒܐܝܠܘܠ ܕܘܟܪܢ ܪܥܠ ܪܒܬܐ;the 25th of Elul, the Commemoration of the Great Earthquake;;;138b;0;14;138b;0;14;;?/13l9;13l09;https://www.loc.gov/resource/amedmonastery.00279388124-ms/?sp=141;https://www.loc.gov/resource/amedmonastery.00279388124-ms/?sp=141;13l09;138b;0;15;138b;0;23.[ult];;;;Not yet identified;this part gives a text of an unidentified Version but beyond doubt different from P and SH ‎;;;M;;;from fol. 134 onwards an other MS (1 col. 19-22 ll.) by an unidentified hand ‎;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;062-0225b;Jr#01:05-08(להצלך‎/ܠܡܦܨܝܘܬܟ);ܡܢ ܏ܢܒܝܘ ܕܐܪܡܝܐ;;From the Prophecy of Jeremiah;;;139a;;0;1;139a;0;15;܏ܟܗ ܒܐܝܠܘܠ ܕܘܟܪܢ ܪܥܠ ܪܒܬܐ;the 25th of Elul, the Commemoration of the Great Earthquake;;;138b;0;14;138b;0;14;;?/13l9;13l09;https://www.loc.gov/resource/amedmonastery.00279388124-ms/?sp=141;https://www.loc.gov/resource/amedmonastery.00279388124-ms/?sp=141;13l09;139a;0;1;139a;0;8;;;;P;;;;M;;;from fol. 134 onwards an other MS (1 col. 19-22 ll.) by an unidentified hand ‎;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;062-0226;Jr#01:11-17.+19(ܡܛܠ)-19b(יהוה/‎‏ܡܪܝܐ‏‎);ܡܢ ܏ܢܒܝܘ ܕܐܫܥܝܐ;;From the Prophecy of Isaiah;;;139a;;0;9;139a;0;9;܏ܟܗ ܒܐܝܠܘܠ ܕܘܟܪܢ ܪܥܠ ܪܒܬܐ;the 25th of Elul, the Commemoration of the Great Earthquake;;;138b;0;14;138b;0;14;;?/13l9;13l09;https://www.loc.gov/resource/amedmonastery.00279388124-ms/?sp=141;https://www.loc.gov/resource/amedmonastery.00279388124-ms/?sp=141;13l09;139a;0;9;139b;0;5;;;;Not yet identified;the Version differs from P and SH ‎;;;M;;;from fol. 134 onwards an other MS (1 col. 19-22 ll.) by an unidentified hand ‎;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
